seed,repeat,panel,dropped_modality,drop_rate,method,metric,value
2,5,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + mean imputation,macro_f1,0.6094500147127487
2,5,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + mask,macro_f1,0.5763682854687432
2,5,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + modality dropout,macro_f1,0.6693734188096052
2,6,"Panel A: molecular available, drop WSI",wsi,0.1,RePercENT,macro_f1,0.7343735733741077
2,6,"Panel A: molecular available, drop WSI",wsi,0.1,Late fusion + averaging,macro_f1,0.6215902394895796
2,6,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + mean imputation,macro_f1,0.6049150144195465
2,6,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + mask,macro_f1,0.5756262351805334
2,6,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + modality dropout,macro_f1,0.6743554425509264
2,7,"Panel A: molecular available, drop WSI",wsi,0.1,RePercENT,macro_f1,0.7366642230892775
2,7,"Panel A: molecular available, drop WSI",wsi,0.1,Late fusion + averaging,macro_f1,0.6170124146925675
2,7,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + mean imputation,macro_f1,0.5942424189107769
2,7,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + mask,macro_f1,0.5670844728034583
2,7,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + modality dropout,macro_f1,0.6663337521539574
2,8,"Panel A: molecular available, drop WSI",wsi,0.1,RePercENT,macro_f1,0.7411457947121352
2,8,"Panel A: molecular available, drop WSI",wsi,0.1,Late fusion + averaging,macro_f1,0.625243955267649
2,8,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + mean imputation,macro_f1,0.6047560917930193
2,8,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + mask,macro_f1,0.5739021430952411
2,8,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + modality dropout,macro_f1,0.6728596831986231
2,9,"Panel A: molecular available, drop WSI",wsi,0.1,RePercENT,macro_f1,0.735880533948468
2,9,"Panel A: molecular available, drop WSI",wsi,0.1,Late fusion + averaging,macro_f1,0.6144747866342282
2,9,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + mean imputation,macro_f1,0.5943371933788801
2,9,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + mask,macro_f1,0.5639585101613113
2,9,"Panel A: molecular available, drop WSI",wsi,0.1,Early fusion + modality dropout,macro_f1,0.670046260108802
2,0,"Panel A: molecular available, drop WSI",wsi,0.2,RePercENT,macro_f1,0.738660047732522
2,0,"Panel A: molecular available, drop WSI",wsi,0.2,Late fusion + averaging,macro_f1,0.6148535529139436
2,0,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mean imputation,macro_f1,0.5874776107979335
2,0,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mask,macro_f1,0.5263848608973397
2,0,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + modality dropout,macro_f1,0.6637879725931992
2,1,"Panel A: molecular available, drop WSI",wsi,0.2,RePercENT,macro_f1,0.7349963557840093
2,1,"Panel A: molecular available, drop WSI",wsi,0.2,Late fusion + averaging,macro_f1,0.6067512408775133
2,1,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mean imputation,macro_f1,0.583238114402083
2,1,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mask,macro_f1,0.5364476336228201
2,1,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + modality dropout,macro_f1,0.6604198738310114
2,2,"Panel A: molecular available, drop WSI",wsi,0.2,RePercENT,macro_f1,0.7383765537897299
2,2,"Panel A: molecular available, drop WSI",wsi,0.2,Late fusion + averaging,macro_f1,0.6042435595300454
2,2,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mean imputation,macro_f1,0.5829426791559223
2,2,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mask,macro_f1,0.5378363998937226
2,2,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + modality dropout,macro_f1,0.6584129064474655
2,3,"Panel A: molecular available, drop WSI",wsi,0.2,RePercENT,macro_f1,0.7393456202291251
2,3,"Panel A: molecular available, drop WSI",wsi,0.2,Late fusion + averaging,macro_f1,0.6018504258887465
2,3,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mean imputation,macro_f1,0.5794226237512258
2,3,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mask,macro_f1,0.5430084444057968
2,3,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + modality dropout,macro_f1,0.6586782485424834
2,4,"Panel A: molecular available, drop WSI",wsi,0.2,RePercENT,macro_f1,0.7260840939914823
2,4,"Panel A: molecular available, drop WSI",wsi,0.2,Late fusion + averaging,macro_f1,0.5937852408851914
2,4,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mean imputation,macro_f1,0.5693938841767404
2,4,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mask,macro_f1,0.5137262320165827
2,4,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + modality dropout,macro_f1,0.6424431534189113
2,5,"Panel A: molecular available, drop WSI",wsi,0.2,RePercENT,macro_f1,0.7379548946182506
2,5,"Panel A: molecular available, drop WSI",wsi,0.2,Late fusion + averaging,macro_f1,0.5754176840658125
2,5,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mean imputation,macro_f1,0.5519273329718855
2,5,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mask,macro_f1,0.5017195218007495
2,5,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + modality dropout,macro_f1,0.639708560398894
2,6,"Panel A: molecular available, drop WSI",wsi,0.2,RePercENT,macro_f1,0.72672419355588
2,6,"Panel A: molecular available, drop WSI",wsi,0.2,Late fusion + averaging,macro_f1,0.6071333591258226
2,6,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mean imputation,macro_f1,0.586800894429101
2,6,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mask,macro_f1,0.5327562241327164
2,6,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + modality dropout,macro_f1,0.6619216611806631
2,7,"Panel A: molecular available, drop WSI",wsi,0.2,RePercENT,macro_f1,0.7274573946436631
2,7,"Panel A: molecular available, drop WSI",wsi,0.2,Late fusion + averaging,macro_f1,0.5968157738524278
2,7,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mean imputation,macro_f1,0.5807716622336468
2,7,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mask,macro_f1,0.5241957157610406
2,7,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + modality dropout,macro_f1,0.6391098582802173
2,8,"Panel A: molecular available, drop WSI",wsi,0.2,RePercENT,macro_f1,0.7367191380259324
2,8,"Panel A: molecular available, drop WSI",wsi,0.2,Late fusion + averaging,macro_f1,0.6111663087893626
2,8,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mean imputation,macro_f1,0.5789241863890539
2,8,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mask,macro_f1,0.523596083928573
2,8,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + modality dropout,macro_f1,0.6545592677681549
2,9,"Panel A: molecular available, drop WSI",wsi,0.2,RePercENT,macro_f1,0.7306707332551505
2,9,"Panel A: molecular available, drop WSI",wsi,0.2,Late fusion + averaging,macro_f1,0.6063320509812063
2,9,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mean imputation,macro_f1,0.5853332475140506
2,9,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + mask,macro_f1,0.5357042667038072
2,9,"Panel A: molecular available, drop WSI",wsi,0.2,Early fusion + modality dropout,macro_f1,0.6530494759935873
2,0,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,RePercENT,macro_f1,0.727940966557162
2,0,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Late fusion + averaging,macro_f1,0.5735265897729931
2,0,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mean imputation,macro_f1,0.5512884683951265
2,0,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mask,macro_f1,0.4775619780549869
2,0,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + modality dropout,macro_f1,0.6256790408100819
2,1,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,RePercENT,macro_f1,0.7205847262763824
2,1,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Late fusion + averaging,macro_f1,0.5798312820907159
2,1,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mean imputation,macro_f1,0.5562443279011975
2,1,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mask,macro_f1,0.4874507859490749
2,1,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + modality dropout,macro_f1,0.6284137841363062
2,2,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,RePercENT,macro_f1,0.7250105735556464
2,2,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Late fusion + averaging,macro_f1,0.5801029907029868
2,2,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mean imputation,macro_f1,0.5529541803285818
2,2,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mask,macro_f1,0.4841406577483693
2,2,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + modality dropout,macro_f1,0.6249165402062237
2,3,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,RePercENT,macro_f1,0.7183953794656415
2,3,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Late fusion + averaging,macro_f1,0.5732466303391043
2,3,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mean imputation,macro_f1,0.5449435295511755
2,3,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mask,macro_f1,0.47286163551683674
2,3,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + modality dropout,macro_f1,0.6255253735844271
2,4,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,RePercENT,macro_f1,0.735017220805245
2,4,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Late fusion + averaging,macro_f1,0.596146373291392
2,4,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mean imputation,macro_f1,0.5694399399974226
2,4,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mask,macro_f1,0.48064929820350066
2,4,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + modality dropout,macro_f1,0.6421373623226211
2,5,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,RePercENT,macro_f1,0.7147820826763864
2,5,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Late fusion + averaging,macro_f1,0.5683915177915766
2,5,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mean imputation,macro_f1,0.5475572601798004
2,5,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mask,macro_f1,0.4784799361570865
2,5,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + modality dropout,macro_f1,0.6294743689514749
2,6,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,RePercENT,macro_f1,0.7249196532868096
2,6,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Late fusion + averaging,macro_f1,0.5858921918533598
2,6,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mean imputation,macro_f1,0.5598698669770241
2,6,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mask,macro_f1,0.48886290120096765
2,6,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + modality dropout,macro_f1,0.6349138181765331
2,7,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,RePercENT,macro_f1,0.7158970055420674
2,7,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Late fusion + averaging,macro_f1,0.5711028299187273
2,7,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mean imputation,macro_f1,0.5439527089783159
2,7,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mask,macro_f1,0.480753605942395
2,7,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + modality dropout,macro_f1,0.6244510752149811
2,8,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,RePercENT,macro_f1,0.711190913599312
2,8,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Late fusion + averaging,macro_f1,0.5713899590302851
2,8,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mean imputation,macro_f1,0.5526943824381678
2,8,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mask,macro_f1,0.48416309081520925
2,8,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + modality dropout,macro_f1,0.6235294823010709
2,9,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,RePercENT,macro_f1,0.7272124790028173
2,9,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Late fusion + averaging,macro_f1,0.5836046029896761
2,9,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mean imputation,macro_f1,0.5590365925235931
2,9,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + mask,macro_f1,0.49423372403935684
2,9,"Panel A: molecular available, drop WSI",wsi,0.30000000000000004,Early fusion + modality dropout,macro_f1,0.637926944333304
2,0,"Panel A: molecular available, drop WSI",wsi,0.4,RePercENT,macro_f1,0.7031538880064505
2,0,"Panel A: molecular available, drop WSI",wsi,0.4,Late fusion + averaging,macro_f1,0.5684242673863691
2,0,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mean imputation,macro_f1,0.5370584500311681
2,0,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mask,macro_f1,0.4399029280296308
2,0,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + modality dropout,macro_f1,0.6181184273401373
2,1,"Panel A: molecular available, drop WSI",wsi,0.4,RePercENT,macro_f1,0.7150185258935344
2,1,"Panel A: molecular available, drop WSI",wsi,0.4,Late fusion + averaging,macro_f1,0.573335846827263
2,1,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mean imputation,macro_f1,0.544930455277486
2,1,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mask,macro_f1,0.4426513196674774
2,1,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + modality dropout,macro_f1,0.6106324388525108
2,2,"Panel A: molecular available, drop WSI",wsi,0.4,RePercENT,macro_f1,0.7046143616251046
2,2,"Panel A: molecular available, drop WSI",wsi,0.4,Late fusion + averaging,macro_f1,0.5799890410399591
2,2,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mean imputation,macro_f1,0.5586917136104466
2,2,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mask,macro_f1,0.4520238988413494
2,2,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + modality dropout,macro_f1,0.6247366999233853
2,3,"Panel A: molecular available, drop WSI",wsi,0.4,RePercENT,macro_f1,0.6999523960051295
2,3,"Panel A: molecular available, drop WSI",wsi,0.4,Late fusion + averaging,macro_f1,0.5623144702308003
2,3,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mean imputation,macro_f1,0.5366190075470472
2,3,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mask,macro_f1,0.4296067819548127
2,3,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + modality dropout,macro_f1,0.6091127930274964
2,4,"Panel A: molecular available, drop WSI",wsi,0.4,RePercENT,macro_f1,0.7021408593606535
2,4,"Panel A: molecular available, drop WSI",wsi,0.4,Late fusion + averaging,macro_f1,0.5552181569078176
2,4,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mean imputation,macro_f1,0.536426149614085
2,4,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mask,macro_f1,0.4586610206728553
2,4,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + modality dropout,macro_f1,0.6135928428585615
2,5,"Panel A: molecular available, drop WSI",wsi,0.4,RePercENT,macro_f1,0.7162357278526451
2,5,"Panel A: molecular available, drop WSI",wsi,0.4,Late fusion + averaging,macro_f1,0.5521939825685158
2,5,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mean imputation,macro_f1,0.5274805008909798
2,5,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mask,macro_f1,0.44080646215034697
2,5,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + modality dropout,macro_f1,0.6063715972381395
2,6,"Panel A: molecular available, drop WSI",wsi,0.4,RePercENT,macro_f1,0.7212558569877123
2,6,"Panel A: molecular available, drop WSI",wsi,0.4,Late fusion + averaging,macro_f1,0.5620127246248973
2,6,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mean imputation,macro_f1,0.5422814034020799
2,6,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mask,macro_f1,0.4432791228276707
2,6,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + modality dropout,macro_f1,0.6174419719716756
2,7,"Panel A: molecular available, drop WSI",wsi,0.4,RePercENT,macro_f1,0.7116210180527333
2,7,"Panel A: molecular available, drop WSI",wsi,0.4,Late fusion + averaging,macro_f1,0.5638674217742291
2,7,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mean imputation,macro_f1,0.5315360557753601
2,7,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mask,macro_f1,0.43362798944200415
2,7,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + modality dropout,macro_f1,0.6226457940807447
2,8,"Panel A: molecular available, drop WSI",wsi,0.4,RePercENT,macro_f1,0.7149690159790346
2,8,"Panel A: molecular available, drop WSI",wsi,0.4,Late fusion + averaging,macro_f1,0.5632824018886491
2,8,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mean imputation,macro_f1,0.5363301288826935
2,8,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mask,macro_f1,0.44743674546398404
2,8,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + modality dropout,macro_f1,0.6159965637525193
2,9,"Panel A: molecular available, drop WSI",wsi,0.4,RePercENT,macro_f1,0.7045379735602864
2,9,"Panel A: molecular available, drop WSI",wsi,0.4,Late fusion + averaging,macro_f1,0.569497329227822
2,9,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mean imputation,macro_f1,0.5325491376115405
2,9,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + mask,macro_f1,0.44634458575360203
2,9,"Panel A: molecular available, drop WSI",wsi,0.4,Early fusion + modality dropout,macro_f1,0.6110759673806745
2,0,"Panel A: molecular available, drop WSI",wsi,0.5,RePercENT,macro_f1,0.7088476612467327
2,0,"Panel A: molecular available, drop WSI",wsi,0.5,Late fusion + averaging,macro_f1,0.5556873545598586
2,0,"Panel A: molecular available, drop WSI",wsi,0.5,Early fusion + mean imputation,macro_f1,0.5231331503631784
2,0,"Panel A: molecular available, drop WSI",wsi,0.5,Early fusion + mask,macro_f1,0.39466326428655785
2,0,"Panel A: molecular available, drop WSI",wsi,0.5,Early fusion + modality dropout,macro_f1,0.6054674993392222
